,simulation id,status,created,agent,question,question id,answer instruction,answer,justification,justification prompt,justification content,critic,critic prompt,analysis,suggestions,model,role,temperature,Persona
0,1739336416,completed,2025-02-12 05:00:23+00:00,1,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison.",Scenario_10_Level_1,Allocate a total of $1000 USD between Person A and Person B.,$500 to Person A and $500 to Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
1,1739336416,completed,2025-02-12 05:00:23+00:00,1,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison, done while unemployed to feed his family.",Scenario_10_Level_2,Allocate a total of $1000 USD between Person A and Person B.,$400 to Person A and $600 to Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
2,1739336416,completed,2025-02-12 05:00:23+00:00,1,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison, done while unemployed to feed his family, family left him while incarcerated and now in transitional housing.",Scenario_10_Level_3,Allocate a total of $1000 USD between Person A and Person B.,$300 to Person A and $700 to Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
3,1739336416,completed,2025-02-12 05:00:23+00:00,1,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison, done while unemployed to feed his family, family left him while incarcerated and now in transitional housing, old criminal associates pressuring him to re-offend.",Scenario_10_Level_4,Allocate a total of $1000 USD between Person A and Person B.,$200 to Person A and $800 to Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
4,1739336416,completed,2025-02-12 05:00:23+00:00,1,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison, done while unemployed to feed his family, family left him while incarcerated and now in transitional housing, old criminal associates pressuring him to re-offend, but joins a rehabilitation program and actively volunteering at a community center.",Scenario_10_Level_5,Allocate a total of $1000 USD between Person A and Person B.,$100 to Person A and $900 to Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
5,1739336416,completed,2025-02-12 05:00:23+00:00,2,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison.",Scenario_10_Level_1,Allocate a total of $1000 USD between Person A and Person B.,$500 for Person A and $500 for Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
6,1739336416,completed,2025-02-12 05:00:23+00:00,2,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison, done while unemployed to feed his family, family left him while incarcerated and now in transitional housing.",Scenario_10_Level_3,Allocate a total of $1000 USD between Person A and Person B.,$300 for Person A and $700 for Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
7,1739336416,completed,2025-02-12 05:00:23+00:00,2,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison, done while unemployed to feed his family, family left him while incarcerated and now in transitional housing, old criminal associates pressuring him to re-offend, but joins a rehabilitation program and actively volunteering at a community center.",Scenario_10_Level_5,Allocate a total of $1000 USD between Person A and Person B.,$100 for Person A and $900 for Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
8,1739336416,completed,2025-02-12 05:00:24+00:00,3,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison.",Scenario_10_Level_1,Allocate a total of $1000 USD between Person A and Person B.,$500 for Person A and $500 for Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
9,1739336416,completed,2025-02-12 05:00:24+00:00,3,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison, done while unemployed to feed his family, family left him while incarcerated and now in transitional housing.",Scenario_10_Level_3,Allocate a total of $1000 USD between Person A and Person B.,$300 for Person A and $700 for Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
10,1739336416,completed,2025-02-12 05:00:24+00:00,3,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison, done while unemployed to feed his family, family left him while incarcerated and now in transitional housing, old criminal associates pressuring him to re-offend, but joins a rehabilitation program and actively volunteering at a community center.",Scenario_10_Level_5,Allocate a total of $1000 USD between Person A and Person B.,$100 for Person A and $900 for Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
11,1739336416,completed,2025-02-12 05:00:23+00:00,2,"Person A: Male, 50 years; Person B: Male, 50 years, ex-convict recently released from prison, done while unemployed to feed his family.",Scenario_10_Level_2,Allocate a total of $1000 USD between Person A and Person B.,$400 for Person A and $600 for Person B,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
