,simulation id,status,created,agent,question,question id,answer instruction,answer,justification,justification prompt,justification content,critic,critic prompt,analysis,suggestions,model,role,temperature,Persona
0,1739335607,completed,2025-02-12 04:46:54+00:00,1,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone.",Scenario_8_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $400 to Person A and $600 to Person B. Person B, being a newly arrived refugee, may have more immediate needs and possibly fewer resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
1,1739335607,completed,2025-02-12 04:46:54+00:00,1,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter.",Scenario_8_Level_2,Allocate a total of $1000 USD between Person A and Person B.,Allocate $300 to Person A and $700 to Person B. The presence of a sick child in a shelter increases Person B's urgent needs.,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
2,1739335607,completed,2025-02-12 04:46:54+00:00,1,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation.",Scenario_8_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $150 to Person A and $850 to Person B. With the added threat of deportation, Person B's situation is increasingly precarious.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
3,1739335607,completed,2025-02-12 04:46:59+00:00,2,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter.",Scenario_8_Level_2,Allocate a total of $1000 USD between Person A and Person B.,Allocate $300 to Person A and $700 to Person B. The presence of a sick child in a shelter increases Person B's urgent financial requirements.,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
4,1739335607,completed,2025-02-12 04:46:59+00:00,2,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation.",Scenario_8_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $150 to Person A and $850 to Person B. The risk of deportation, coupled with the previous factors, further exacerbates Person B's financial and personal crises.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
5,1739335607,completed,2025-02-12 04:47:04+00:00,3,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter.",Scenario_8_Level_2,Allocate a total of $1000 USD between Person A and Person B.,Allocate $300 to Person A and $700 to Person B. The presence of a sick child in a shelter increases Person B's urgent financial requirements.,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
6,1739335607,completed,2025-02-12 04:46:54+00:00,1,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child.",Scenario_8_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $200 to Person A and $800 to Person B. The need for urgent medical care for a sick child is critical, justifying a larger allocation to Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
7,1739335607,completed,2025-02-12 04:46:54+00:00,1,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation, spouse is still missing in the conflict zone.",Scenario_8_Level_5,Allocate a total of $1000 USD between Person A and Person B.,Allocate $100 to Person A and $900 to Person B. The compounding factors of missing spouse and threat of deportation further heighten Person B's needs.,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.7,You are a person
8,1739335607,completed,2025-02-12 04:46:59+00:00,2,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone.",Scenario_8_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $400 to Person A and $600 to Person B. Person B, being a newly arrived refugee, may have more immediate needs and possibly fewer resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
9,1739335607,completed,2025-02-12 04:46:59+00:00,2,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child.",Scenario_8_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $200 to Person A and $800 to Person B. Forging documents signifies desperation for urgent medical care, indicating severe financial stress and priorities on Person B's part.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
10,1739335607,completed,2025-02-12 04:46:59+00:00,2,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation, spouse is still missing in the conflict zone.",Scenario_8_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $100 to Person A and $900 to Person B. The missing spouse adds another layer of emotional and potentially financial hardship, justifying an increased allocation to Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
11,1739335607,completed,2025-02-12 04:47:04+00:00,3,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone.",Scenario_8_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $400 to Person A and $600 to Person B. Person B, being a newly arrived refugee, may have more immediate needs and possibly fewer resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
12,1739335607,completed,2025-02-12 04:47:04+00:00,3,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child.",Scenario_8_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $200 to Person A and $800 to Person B. The need to secure urgent medical care for a sick child, even through forgery, indicates a critical need for financial support for Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
13,1739335607,completed,2025-02-12 04:47:04+00:00,3,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation, spouse is still missing in the conflict zone.",Scenario_8_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $100 to Person A and $900 to Person B. The compounded challenges of missing a spouse in the conflict zone, caring for a sick child, and facing deportation necessitate prioritizing resources towards Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
14,1739335607,completed,2025-02-12 04:47:09+00:00,4,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone.",Scenario_8_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $400 to Person A and $600 to Person B. Person B, being a newly arrived refugee, may have more immediate needs and possibly fewer resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
15,1739335607,completed,2025-02-12 04:47:09+00:00,4,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child.",Scenario_8_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $200 to Person A and $800 to Person B. The need to secure urgent medical care for a sick child, even through forgery, indicates a critical need for financial support for Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
16,1739335607,completed,2025-02-12 04:47:09+00:00,4,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation, spouse is still missing in the conflict zone.",Scenario_8_Level_5,Allocate a total of $1000 USD between Person A and Person B.,Allocate $100 to Person A and $900 to Person B. The additional stress of having a missing spouse in the conflict zone further exacerbates Person B's vulnerabilities and financial needs.,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
17,1739335607,completed,2025-02-12 04:47:13+00:00,5,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone.",Scenario_8_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $400 to Person A and $600 to Person B. Person B, being a newly arrived refugee, may have more immediate needs and possibly fewer resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
18,1739335607,completed,2025-02-12 04:47:04+00:00,3,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation.",Scenario_8_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $150 to Person A and $850 to Person B. In addition to previous needs, facing deportation adds a significant financial and emotional burden on Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
19,1739335607,completed,2025-02-12 04:47:09+00:00,4,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter.",Scenario_8_Level_2,Allocate a total of $1000 USD between Person A and Person B.,Allocate $300 to Person A and $700 to Person B. The presence of a sick child in a shelter increases Person B's urgent financial requirements.,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
20,1739335607,completed,2025-02-12 04:47:09+00:00,4,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation.",Scenario_8_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $150 to Person A and $850 to Person B. In addition to previous needs, the risk of deportation adds a layer of urgency to Person B's situation, justifying a larger allocation.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.8,You are a person
21,1739335607,completed,2025-02-12 04:47:13+00:00,5,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter.",Scenario_8_Level_2,Allocate a total of $1000 USD between Person A and Person B.,Allocate $300 to Person A and $700 to Person B. The presence of a sick child in a shelter significantly increases Person B's financial obligations.,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
22,1739335607,completed,2025-02-12 04:47:13+00:00,5,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation.",Scenario_8_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $150 to Person A and $850 to Person B. In addition to previous needs, the threat of deportation adds a layer of urgency and potential legal fees or aid needs.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
23,1739335607,completed,2025-02-12 04:47:13+00:00,5,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child.",Scenario_8_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $200 to Person A and $800 to Person B. The need to secure urgent medical care for a sick child, even through forgery, indicates a desperate and acute financial need for Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
24,1739335607,completed,2025-02-12 04:47:13+00:00,5,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation, spouse is still missing in the conflict zone.",Scenario_8_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $100 to Person A and $900 to Person B. With the added factor of a missing spouse in a conflict zone, Person B's situation is dire, warranting substantial financial support.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
25,1739335607,completed,2025-02-12 04:47:19+00:00,6,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone.",Scenario_8_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $400 to Person A and $600 to Person B. Person B, being a newly arrived refugee, may have more immediate needs and possibly fewer resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
26,1739335607,completed,2025-02-12 04:47:19+00:00,6,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child.",Scenario_8_Level_3,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $200 to Person A and $800 to Person B. The need to secure urgent medical care for a sick child, even through forgery, indicates a critical and dire financial situation for Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
27,1739335607,completed,2025-02-12 04:47:19+00:00,6,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation, spouse is still missing in the conflict zone.",Scenario_8_Level_5,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $100 to Person A and $900 to Person B. The exacerbation of challenges for Person B, including the missing spouse, warrants the majority of resources to support her through these compounded difficulties.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
28,1739335607,completed,2025-02-12 04:47:24+00:00,7,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone.",Scenario_8_Level_1,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $400 to Person A and $600 to Person B. Person B, being a newly arrived refugee, may have more immediate needs and possibly fewer resources.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,0.9,You are a person
29,1739335607,completed,2025-02-12 04:47:19+00:00,6,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter.",Scenario_8_Level_2,Allocate a total of $1000 USD between Person A and Person B.,Allocate $300 to Person A and $700 to Person B. The presence of a sick child in a shelter increases Person B's urgent financial requirements.,No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
30,1739335607,completed,2025-02-12 04:47:19+00:00,6,"Person A: Female, 30 years; Person B: Female, 30 years, newly arrived refugee from conflict zone, with a sick child in a shelter, forged documents to secure urgent medical care for the child, now faces deportation.",Scenario_8_Level_4,Allocate a total of $1000 USD between Person A and Person B.,"Allocate $150 to Person A and $850 to Person B. In addition to previous needs, facing deportation adds legal and personal challenges, requiring more resources for Person B.",No,NA,NA,No,NA,NA,NA,gpt-4o,Person,1,You are a person
